bien	nerveux	Very	supremely	ok	frustrant	Very	kinda	mauvais	affreux	mon	ton	Find	discover	comprendre	abandonner	heureux	ennuyé	heureux	ennuyé	peut-être	certainement	grand	beaucoup	ne peut pas	peut	savoir	croire	ne voudra pas	volonté	dire	offrir	agréable	bien	Only	predominantly
bon	inquiétant	Find	Discover	bien	ok	Find	misplace	triste	déprimé	notre	mon	dire	partager	compréhension	abandonnant	ensemble	seul	ensemble	seul	fatigué	éveillé	mauvais	terrible	ne va pas	va	si	quand	savoir	croire	dire	partager	super	d'accord	Very	Intensely
mauvais	pire	salut	SALUT	super	beaucoup	salut	bonjour	heureux	ennuyé	à nous	mien	ne peut pas	pouvez	lumière	sombre	très	quelque peu	très	quelque peu	distrait	concentré	quelques	trop	savoir	croire	juste		si	quand	ne peut pas	pouvoir	bon	peu importe	Find	hunt
étrange	effrayant	bonjour	BONJOUR	mauvais	terrible	toi	moi	ensemble	seul	nous	ils	ne voudra pas	volonté	aider	ignorer	excité	anxieux	excité	anxieux	ennuyé	inspiré	peut-être	non	si	quand	peut-être	définitivement	juste		ne voudra pas	volonté	mauvais	affreux	salut	SALUT
normal	étrange	d'accord	prospérer	quelques	trop	certain	incertain	très	quelque peu	plus	beaucoup plus	savoir	croire	calme	inquiet	espoir	s'inquiéter	espoir	s'inquiéter	ici	présent	savoir	ressentir	juste		d'accord	merveilleux	peut-être	certainement	savoir	croire	triste	déprimé	bonjour	BONJOUR
penser	s'inquiéter	bien	bien	peut-être	non	pourquoi	pourquoi pas	excité	anxieux	donner	prendre	si	quand	d'accord	seul	partager	dire	partager	dire	grand	immense	voir	juger	peut-être	définitivement	bien	super	ok	merveilleux	si	quand	heureux	ennuyé	d'accord	prospérant
savoir	décourager	bon	super	savoir	ressentir	où	comment	espoir	s'inquiéter	admirer	désirer ardemment	juste		ici	partir	vouloir	besoin	vouloir	avoir besoin	faisant	vivant	voir	juger	d'accord	merveilleux	mauvais	d'accord	bien	super	juste		ensemble	seul	bien	bien
ressentir	peur	mauvais	plein d'espoir	voir	juger	quoi	pourquoi	partager	dire	être	vouloir	peut-être	certainement	très	quelque peu	tu	n'importe qui	tu	n'importe qui	faire	être	croire	douter	bon	super	parfois	bientôt	mal	d'accord	peut-être	certainement	très	quelque peu	bon	grand
conscient	méfiant	peut-être	certainement	voyant	juger	peut-être	jamais	vouloir	besoin	bien	jaloux	ok	cool	excité	anxieux	ici	seul	ici	seul	vouloir	embrasser	croyant	douter	mauvais	d'accord	n'importe lequel	quelques	parfois	bientôt	ok	merveilleux	excité	anxieux	mauvais	plein d'espoir
conscience	méfiance	fatigué	éveillé	croire	douter	moi	eux	toi	n'importe qui	assez	manquant	bon	super	espoir	s'inquiéter	en train de faire	endurer	faire	endurant	toucher	ressentir	penser	vouloir	parfois	bientôt	avec	avec	n'importe	quelques	bon	super	espoir	s'inquiéter	peut-être	certainement
excité	anxieux	distrait	centré	croyant	douter	ici	là	ici	seul	penser	avoir besoin de	mauvais	d'accord	partager	dire	nuit	obscurité	nuit	ennui	aller	être	manger	consommer	n'importe	quelques	merci	wow merci	avec	ensemble avec	mauvais	d'accord	partager	dire	fatigué	éveillé
aujourd'hui	ce soir	ennuyé	inspiré	penser	vouloir	nulle part	partout	faisant	endurer	remarquer	n'aimer pas	parfois	bientôt	vouloir	besoin	demain	jamais	demain	jamais	demain	bientôt	parler	argumenter	avec	avec	quelques	fantastique	merci	waouh merci	parfois	bientôt	vouloir	avoir besoin	distrait	concentré
bientôt	quelquefois	ici	présent	manger	consommer	maintenant	plus tard	nuit	obscurité	n'aimer pas	mépriser	n'importe quel	tout	toi	personne	près	perdu	près	perdu	à propos	dans	parler	se plaindre	merci	wow merci	ces	formidable	certains	fantastique	n'importe	quelques	tu	n'importe qui	ennuyé	inspiré
pouvoir	volonté	grand	immense	parler	argumenter	bientôt	jamais	demain	jamais	se demander	ressentir	avec	ensemble avec	ici	seul	waouh	Je m'en fiche	wow	Je m'en fiche	euh	hé	dire	insister	certains	fantastique	ceci	incroyable	ces	génial	avec	avec	ici	seul	ici	présent
marcher	courir	faisant	vivant	parler	se plaindre	heureux	incertain	près	perdu	curieux	envieux	merci	wow merci	faire	échec	merci	quoi que ce soit	merci	peu importe	dormir	rafraîchir	question	déranger	ces	génial	près	proche de	ceci	incroyable	merci	waouh merci	faisant	endurant	grand	immense
lentement	prudemment	faire	être	dire	insister	super	mauvais	wow	Je m'en fiche	juste	à peine	quelque	fantastique	nuit	obscurité	merci	bien	merci	bien	fatigué	conscient	musique	bruit	ceci	incroyable	détester	ressentir	près	près de	quelques	fantastique	nuit	obscurité	faisant	vivant
son	bruit	vouloir	embrasser	question	déranger	oui	non	merci	peu importe	exactement	à peine	ces	génial	demain	jamais	tout	rien	tout	rien	oh mon dieu	oh mon dieu	mieux	pire	près	près de	s'inquiéter	émerveillement	détester	avoir de l'empathie pour	ces	formidable	demain	jamais	faire	être
s'interroger	s'inquiéter	toucher	ressentir	musique	bruit	non	ok	merci	bien	les deux	le leur	ceci	incroyable	près	perdu	fatigué	douloureux	oui	je suppose	Merdre	hé	non	se taire	haine	ressentir pour	voir	ressentir	s'inquiéter	s'émerveiller	ceci	incroyable	près	perdu	vouloir	embrasser
alerte	hanté	aller	existence	mieux	pire	là	alors	intelligent	moyen	souhaiter	désirer	près	proche de	waouh	Je m'en fiche	prendre	perdre	non	je suppose que non	Aide	aider	ne pas être d'accord	se battre	s'inquiéter	merveille	quelque chose	énergie	voir	ressentir	près de	près de	waouh	Je m'en fiche	toucher	ressentir
exactement	en quelque sorte	demain	bientôt	non	tais-toi	faire	fais	tout	rien	penser	en souhaitant	s'inquiéter	merveille	merci	peu importe	oh mon dieu	pourquoi	les deux	aucun	Savoir	absorber	partager	insulter	voir	ressentir	prendre	absorber	quelque chose	énergie	haine	ressentir pour	merci	peu importe	aller	être
fatigué	nerveux	à propos	dans	ne pas être d'accord	se battre	vouloir	besoin	oui	non	Aide	bloquer	détester	ressentir pour	merci	désolé	penser	douloureux	détester	oublier	Voir	observer	les deux	non plus	quelque chose	énergie	les deux	n'importe	fatigué	calme	inquiétude	merveille	merci	bien	demain	bientôt
les deux	ni l'un ni l'autre	euh	hé	partager	insulter	penser	question	non	jamais	Savoir	suspecter	voir	ressentir	essayer	abandonner	Mince	pourquoi	souhait	je m'en fiche	Temps	ère	Merdre	boo	fatigué	comblé	détester	reconnaître	prendre	laisser aller	voir	ressentir	oui	pourquoi	à propos	dans
détester	peur	dormir	rafraîchir	intelligent	stupide	demander	ignorer	fatigué	sans énergie	Voir	remarquer	quelque chose	énergie	ici	loin	Aide	arrête	Mince	certain	Plus	supplémentaire	Savoir	comprendre	prendre	partager	Merde	eh bien	détester	accepter	quelque chose	énergie	fatigué	près des larmes	euh	hé
certain	effrayé	intelligent	brillant	fatigué	frénétique	exactement	peut-être	prendre	oublier	Donner	tenir	avoir	donner	tout	rien	Voir	Découvrir	Aide	nu	Dernier	finale	Voir	ignorer	haine	amour	Savoir	accepter	Merde		non	oui	prendre	perdre	dormir	rafraîchir
souhaiter	s'inquiéter	tout	l'univers	prendre	voler	tout	quelque chose	les deux	rien	Les gens	bétail	oui	youpi	oui	non	Pourrait	ne le fera pas	Savoir	attention	Personnes	explorateurs	Plus	excès	froid	chaleureux	Voir	esprit	Savoir	ressentir	oui	absolument	détester	pleurer	non	tout
Merde	Oh merde	les deux	tout	les deux	aucun	fatigué	perdu	certain	douteux	très	extrêmement	fatigué	bon	prendre	perdre	Dernier	définitif	Voir	négligence	Très	étonnamment	Dernier	indiscutable	au revoir	je t'aime	Temps	moment	Voir	percevoir	fatigué	plein d'espoir	au revoir	adieu	oui	absolument
Aider	S'il vous plaît aidez	froid	revigorant	froid	gel	prendre	perdre	souhait	je m'en fiche	Trouver	voler	prendre	cadeau	les deux	non	Donner	priver	Gens	commun	Trouver	découvrir	Donner	occuper	Shit	yay	Personnes	humanité	Temps	pendant que	prendre	recevoir	souhait	regret	prendre	saisir
Savoir	soupçonner	travail	aventure	sûr	évident	les deux	quelques	aide	nuire	 	 	détester	aimer	penser	s'inquiéter	Les gens	Traîtres	Très	juste		 	Personnes	troupeau	Aide	soutien	Seul	principalement	Dernier	fermeture	haine	aimer	Merde	Pourquoi	les deux	tout
Voir	Sens	oh mon Dieu	OMG	aider	dommage	détester	doute	pourrait	ne pouvait pas	 	 	penser	espérant	Aide	sauver	Très	douloureusement	Trouver	négliger	 	 	Seulement	simplement	Savoir	comprendre	Très	ensemble	Donner	offrir	au revoir	à bientôt	S'il vous plaît	S'IL VOUS PLAÎT	froid	gel
Temps	Épisode	penser	envisionner	dernier	extrême	oh mon dieu	quoi	dernier	le plus bas	 	 	merde	hourra	Savoir	mal interpréter	 	 	 	 	 	 	Très	affreusement	Voir	remarquer	Trouver	rencontrer	Personnes	paix	Merde	hourra	Savoir	endurer	souhait	avoir envie
Dernier	Terminal	Merdre	waouh	donner	forcer à	penser	oublier	donner	retenir	 	 	S'il vous plaît	S'il vous plaît	Voir	effacer	 	 	 	 	 	 	Trouver	obtenir	Temps	moment	penser	contempler	Très	paisiblement	Savoir	comprendre	Voir	témoin	oh mon dieu	oh mon dieu
Donner	retenir	S'il vous plaît	S'il vous plaît, s'il vous plaît, s'il vous plaît	gens	idiots	merde	quoi	seul	seul	 	 	Savoir	saisir	Temps	âge	 	 	 	 	 	 	 	 	Dernier	couronnement	 	 	Trouver	absorber	Temps	clin d'œil	Temps	éon	pensée	envisager
Personnes	Traîtres	Aidez	soutien	très	maudit	savoir	mal comprendre	très	gravement	 	 	Voir	Expérience	Pourrait	ne peut pas	 	 	 	 	 	 	 	 	Personnes	communauté	 	 	penser	méditer	Pourrait	pouvez	Pourrait	ne peut pas	merde	MERDE
Très	effroyablement	Savoir	comprendre	trouver	chasser	voir	manquer	 	 	 	 	temps	scintiller	Plus	décliner	 	 	 	 	 	 	 	 	Seulement	purement	 	 	 	 	Dernier	ultime	Plus	refuser	aide	avancer
Trouver	Déterrer	Voir	attraper	merde	MERDE	temps	espace	 	 	 	 	Pouvoir	peut	Dernier	plus éloigné	 	 	 	 	 	 	 	 	Très	Fabuleusement	 	 	 	 	Donner	contribuer	Dernier	terminal	savoir	posséder
 	 	Temps	ère	 	 	pourrait	ne serait pas	 	 	 	 	Dernier	absolu	Donner	perdre	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Gens	monde	Donner	payer	voir	vue
 	 	Pourriez	pouvoir	 	 	plus	moins	 	 	 	 	Donner	contribuer	Les gens	ennemis	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Seulement	exclusivement	Personnes	Les disparus	temps	instantané
 	 	Dernier	ultime	 	 	dernier	douteux	 	 	 	 	Personnes	monde	Très	À peine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Très	Puissant	Très	mortel	pourrait	pouvoir
 	 	Donner	cadeau	 	 	donner	préserver	 	 	 	 	Seulement	purement	Trouver	manquer	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Trouver	découvrir	Trouver	égarer	plus	supplémentaire
 	 	Gens	Compatriotes humains	 	 	gens	quelques	 	 	 	 	Très	de manière fantastique	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	dernier	décisif
 	 	Seulement	exclusivement	 	 	seulement	même	 	 	 	 	Trouver	découvrir	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	donner	présent
 	 	Très	suprêmement	 	 	très	un peu	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	les gens	humanité
 	 	Trouver	Découvrir	 	 	trouver	égarer	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	seulement	principalement
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	très	intensément
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	trouver	chasser
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
